43.11678211,12.38671216,495,222,88,33051,92672286,-88,LTE,LTE,1500,266
43.11699772,12.38602373,490,222,88,33051,92672286,-91,LTE,LTE,1500,266
43.11706072,12.38564628,488,222,88,0,0,-121,NR,NSA,,
43.1170335,12.38576855,490,222,88,33051,92672286,-93,LTE,LTE,1500,266
43.11688776,12.38444366,486,222,88,0,0,-121,NR,NSA,,
43.11688776,12.38444366,486,222,88,33051,92672286,-93,LTE,LTE,1500,266
43.11688776,12.38444366,486,222,88,33051,92672287,-98,LTE,LTE,1500,397
43.11688776,12.38444366,486,222,88,0,0,-121,NR,NSA,,
43.11688776,12.38444366,486,222,88,33051,92672286,-93,LTE,LTE,1500,266
43.11688776,12.38444366,486,222,88,33051,92672287,-98,LTE,LTE,1500,397
43.11652161,12.38302586,480,222,88,0,0,-121,NR,NSA,,
43.11659057,12.38328998,480,222,88,33051,92672287,-106,LTE,LTE,1500,397
43.11646508,12.38281815,478,222,88,33051,92672287,-102,LTE,LTE,1500,397
43.11646973,12.38280563,477,222,88,0,0,-121,NR,NSA,,
43.11646364,12.38280801,478,222,88,33051,93023762,-107,LTE,LTE,125,283
43.11637962,12.38255824,478,222,88,0,0,-121,NR,NSA,,
43.11646364,12.38280801,478,222,88,33051,93023762,-107,LTE,LTE,125,283
43.11631195,12.38229775,478,222,88,33051,92767744,-111,LTE,LTE,1650,283
43.11637962,12.38255824,478,222,88,0,0,-121,NR,NSA,,
43.11666524,12.38187532,477,222,88,33051,92765714,-120,LTE,LTE,125,336
43.1165956,12.38183084,478,222,88,0,0,-121,NR,NSA,,
43.11740835,12.38216439,472,222,88,33051,92765714,-109,LTE,LTE,125,336
43.11740835,12.38216439,472,222,88,33051,92765714,-109,LTE,LTE,125,336
43.11742785,12.38209566,471,222,88,0,0,-121,NR,NSA,,
43.11748651,12.38140047,473,222,88,33051,92928276,-107,LTE,LTE,125,33
43.11743315,12.38122229,472,222,88,0,0,-121,NR,NSA,,
43.1172364,12.38051751,470,222,88,33051,92928276,-105,LTE,LTE,125,33
43.11743315,12.38122229,472,222,88,0,0,-121,NR,NSA,,
43.1172364,12.38051751,470,222,88,33051,92928276,-105,LTE,LTE,125,33
43.11714782,12.38020802,469,222,88,0,0,-121,NR,NSA,,
43.11717154,12.38017098,469,222,88,33051,92928276,-103,LTE,LTE,125,33
43.11707741,12.37988218,469,222,88,33051,92928276,-102,LTE,LTE,125,33
43.11717465,12.38016993,470,222,88,0,0,-121,NR,NSA,,
43.11696647,12.37855483,468,222,88,0,0,-121,NR,NSA,,
43.11696324,12.37826318,468,222,88,33051,92928276,-102,LTE,LTE,125,33
43.11696647,12.37855483,468,222,88,0,0,-121,NR,NSA,,
43.11704938,12.37728279,466,222,88,33051,92928276,-102,LTE,LTE,125,33
43.11705217,12.37728368,462,222,88,0,0,-121,NR,NSA,,
43.11705207,12.37725951,466,222,88,33051,92928276,-103,LTE,LTE,125,33
43.11705207,12.37725951,466,222,88,33051,92928276,-103,LTE,LTE,125,33
43.11705154,12.37726145,466,222,88,0,0,-121,NR,NSA,,
43.1170952,12.37712843,468,222,88,33051,92928276,-106,LTE,LTE,125,33
43.11715987,12.37692048,468,222,88,0,0,-121,NR,NSA,,
43.11726229,12.37669235,466,222,88,33051,92928276,-108,LTE,LTE,125,33
43.11715987,12.37692048,468,222,88,0,0,-121,NR,NSA,,
43.11753092,12.37615536,465,222,88,33051,92765703,-103,LTE,LTE,6200,317
43.11746463,12.37628013,466,222,88,0,0,-121,NR,NSA,,
43.11753092,12.37615536,465,222,88,33051,92765703,-103,LTE,LTE,6200,317
43.11765828,12.37595594,469,222,88,33051,93023762,-107,LTE,LTE,125,283
43.11765569,12.37595402,467,222,88,0,0,-121,NR,NSA,,
43.11763454,12.37595754,470,222,88,33051,92675585,-117,LTE,LTE,1650,301
43.11762982,12.37596391,471,222,88,0,0,-121,NR,NSA,,
43.11763454,12.37595754,470,222,88,33051,92675585,-117,LTE,LTE,1650,301
43.11763324,12.37595504,471,222,88,33051,92765703,-104,LTE,LTE,6200,317
43.11763325,12.37595533,471,222,88,0,0,-121,NR,NSA,,
43.11763367,12.37595359,471,222,88,33051,92765703,-101,LTE,LTE,6200,317
43.11763367,12.37595359,471,222,88,33051,92765703,-101,LTE,LTE,6200,317
43.11763366,12.37595364,471,222,88,0,0,-121,NR,NSA,,
43.11814798,12.37543457,467,222,88,33051,92767774,-102,LTE,LTE,1500,283
43.11877727,12.37451754,466,222,88,33051,92767774,-104,LTE,LTE,1500,283
43.11837084,12.37521107,466,222,88,0,0,-101,NR,NSA,,
43.11901767,12.37412051,464,222,88,33051,92767774,-109,LTE,LTE,1500,283
43.11913277,12.37396526,463,222,88,0,0,-111,NR,NSA,,
43.11932408,12.37382285,464,222,88,33051,92766215,-104,LTE,LTE,6200,446
43.11913277,12.37396526,463,222,88,0,0,-111,NR,NSA,,
43.12011104,12.37421962,459,222,88,33051,92692737,-109,LTE,LTE,1650,140
43.12071845,12.37380057,452,222,88,33051,92692737,-125,LTE,LTE,1650,140
43.12071845,12.37380057,452,222,88,33051,92692737,-125,LTE,LTE,1650,140
43.1215348,12.3735029,447,222,88,33051,92948749,-101,LTE,LTE,3350,393
43.12239561,12.37327651,446,222,88,33051,92948755,-78,LTE,LTE,125,140
43.12239561,12.37327651,446,222,88,33051,92948755,-78,LTE,LTE,125,140
43.12259507,12.37217018,448,222,88,33051,92948749,-94,LTE,LTE,3350,393
43.1218337,12.37192317,444,222,88,33051,92948749,-96,LTE,LTE,3350,393
43.1218337,12.37192317,444,222,88,33051,92948749,-96,LTE,LTE,3350,393
43.12035298,12.37175211,438,222,88,33051,92948749,-113,LTE,LTE,3350,393
43.11900198,12.37164686,435,222,88,33051,93023756,-116,LTE,LTE,3350,137
43.11900198,12.37164686,435,222,88,33051,93023756,-116,LTE,LTE,3350,137
43.11832122,12.37172172,437,222,88,33051,93023756,-102,LTE,LTE,3350,137
43.11831305,12.37172007,437,222,88,33051,93023756,-102,LTE,LTE,3350,137
43.11810584,12.37151903,436,222,88,33051,93023756,-111,LTE,LTE,3350,137
43.11810584,12.37151903,436,222,88,33051,93023756,-111,LTE,LTE,3350,137
43.11853588,12.37048848,432,222,88,33051,92673044,-128,LTE,LTE,125,486
43.11930444,12.36933908,434,222,88,33051,92673044,-128,LTE,LTE,125,486
43.11930444,12.36933908,434,222,88,33051,92673044,-128,LTE,LTE,125,486
43.11948661,12.36821647,433,222,88,33051,92767774,-111,LTE,LTE,1500,283
43.11971814,12.36708751,421,222,88,34565,9668624,-97,UMTS,UMTS,3063,430
43.11967735,12.36720127,422,222,88,33051,92767774,-111,LTE,LTE,1500,283
